term,Plot freq,Negative freq,Positive freq
island of,0,1,2
of lost,0,1,2
lost dreams,0,1,2
dreams however,0,0,1
however robert,0,0,1
robert rodriguez,0,2,3
rodriguez adorns,0,0,1
adorns his,0,0,1
film plot,0,0,1
plot with,0,0,1
an elegance,0,0,1
elegance and,0,0,1
and maturity,0,0,2
maturity that,0,0,1
even most,0,0,1
contemporary adult,0,0,1
adult movies,0,0,1
are lacking,0,1,1
4th,0,1,0
spry,0,1,0
2001,0,1,0
rushed,0,2,0
has about,0,1,0
about 3,0,1,0
3 4th,0,1,0
4th the,0,1,0
its spry,0,1,0
spry 2001,0,1,0
2001 predecessor,0,1,0
a rushed,0,1,0
rushed slapdash,0,1,0
slapdash sequel,0,1,0
sequel for,0,1,0
sequel with,0,1,0
and ingenuity,0,1,0
reserve,0,1,0
talented and,0,1,0
clever robert,0,1,0
rodriguez perhaps,0,1,0
perhaps put,0,1,0
much heart,0,1,0
heart into,0,1,0
t reserve,0,1,0
reserve enough,0,1,0
2is,0,0,1
glance,0,0,2
kids 2is,0,0,1
2is a,0,0,1
cute romp,0,0,1
bit deeper,0,0,1
than at,0,0,1
first glance,0,0,1
glance with,0,0,1
interesting philosophical,0,0,1
philosophical question,0,0,1
question thrown,0,0,1
dreams writer,0,1,0
director producer,0,1,0
producer robert,0,1,0
rodriguez has,0,1,2
has cobbled,0,1,0
sugar high,0,1,0
high gone,0,1,0
gone awry,0,1,0
best example,0,0,1
example in,0,0,1
independent minded,0,0,1
minded director,0,0,1
to exercise,0,0,1
exercise his,0,0,1
his talents,0,0,1
talents with,0,0,1
the backing,0,0,1
backing and,0,0,1
hollywood support,0,0,1
support system,0,0,1
rodriguezwas,0,1,0
rodriguezwas unable,0,1,0
reproduce the,0,1,0
special spark,0,1,0
spark between,0,1,0
film such,0,1,0
another entertaining,0,0,1
entertaining romp,0,0,1
romp from,0,0,1
from robert,0,0,2
with traditional,0,0,1
traditional family,0,0,1
family values,0,0,3
and kid,0,0,1
kid empowerment,0,0,1
empowerment it,0,0,1
good roller,0,0,1
ride for,0,0,2
aleck,0,0,1
brat,0,0,1
chops of,0,0,1
smart aleck,0,0,1
aleck film,0,0,1
film school,0,0,1
school brat,0,0,1
brat and,0,0,1
imagination of,0,0,1
big kid,0,0,1
profiling,0,0,1
overdue,0,0,1
rodriguez does,0,0,1
splendid job,0,0,1
of racial,0,0,1
racial profiling,0,0,1
profiling hollywood,0,0,1
hollywood style,0,0,1
style casting,0,0,1
casting excellent,0,0,1
excellent latin,0,0,1
latin actors,0,0,1
actors of,0,0,1
ages a,0,0,1
a trend,0,0,1
trend long,0,0,1
long overdue,0,0,1
surest,0,0,1
the surest,0,0,1
surest bet,0,0,1
bet for,0,0,1
around good,0,0,1
movies this,0,0,2
boggling,0,0,1
eye boggling,0,0,1
boggling blend,0,0,1
of psychedelic,0,0,1
psychedelic devices,0,0,1
devices special,0,0,1
and backgrounds,0,0,1
backgrounds spy,0,0,1
2 is,0,2,4
visual treat,0,0,1
treat for,0,0,1
all audiences,0,0,1
incomplete,0,1,0
story felt,0,1,0
felt uninspired,0,1,0
and incomplete,0,1,0
incomplete as,0,1,0
filmmakers went,0,1,0
went with,0,1,0
with rodriguez,0,1,0
rodriguez first,0,1,0
first draft,0,1,0
cool gadgets,0,0,1
and creatures,0,0,1
creatures keep,0,0,1
this fresh,0,0,1
continuation,0,0,1
story feels,0,0,2
the logical,0,0,1
logical unforced,0,0,1
unforced continuation,0,0,1
continuation of,0,0,1
the careers,0,0,1
careers of,0,0,1
of spy,0,0,1
funny an,0,0,1
action cartoon,0,0,1
s suspenseful,0,0,1
suspenseful enough,0,0,1
older kids,0,0,1
kids but,0,0,2
too scary,0,0,1
scary for,0,0,1
school age,0,0,1
age crowd,0,0,1
gizmos,0,0,1
that family,0,0,1
important to,0,1,1
this kiddie,0,0,1
kiddie empowerment,0,0,1
empowerment saga,0,0,1
the inventiveness,0,0,1
inventiveness of,0,0,1
its gizmos,0,0,1
togetherness,0,1,0
inter,0,1,0
workplace,0,1,0
relevance,0,1,0
family togetherness,0,1,0
togetherness takes,0,1,0
a back,0,1,0
back seat,0,1,0
seat to,0,1,0
to inter,0,1,0
inter family,0,1,0
family rivalry,0,1,0
rivalry and,0,1,0
and workplace,0,1,0
workplace ambition,0,1,0
ambition whole,0,1,0
whole subplots,0,1,0
subplots have,0,1,0
no explanation,0,1,0
explanation or,0,1,0
even plot,0,1,0
plot relevance,0,1,0
substantive,0,0,1
charmingly,0,0,1
appreciably,0,0,1
agreeably substantive,0,0,1
substantive and,0,0,1
and charmingly,0,0,1
charmingly resourceful,0,0,1
resourceful a,0,0,1
pleasant diversion,0,0,1
for late,0,0,1
summer that,0,1,1
t actually,0,0,1
make your,0,0,1
your children,0,0,2
children appreciably,0,0,1
appreciably stupider,0,0,1
bottle,0,0,1
director robert,0,0,1
again caught,0,0,1
caught lightning,0,0,1
lightning in,0,0,1
a bottle,0,0,1
2 also,0,0,1
also happens,0,0,1
be that,0,0,1
rarity among,0,0,1
among sequels,0,0,1
actually improves,0,0,1
improves upon,0,0,1
original hit,0,0,1
hit movie,0,0,1
rocking,0,0,1
enough here,0,1,1
sequel rocking,0,0,1
rocking providing,0,0,1
providing you,0,0,1
can leave,0,0,1
adult in,0,0,1
in you,0,0,1
dreams the,0,0,1
the spy,0,0,1
kids franchise,0,0,1
franchise establishes,0,0,1
establishes itself,0,0,1
a durable,0,0,1
durable part,0,0,1
movie landscape,0,0,1
landscape a,0,0,1
a james,0,0,2
bond series,0,0,1
series for,0,0,1
is everything,0,1,0
everything the,0,1,0
was not,0,1,0
not contrived,0,1,0
contrived overblown,0,2,0
overblown and,0,2,0
and tie,0,1,0
tie in,0,1,0
in ready,0,1,0
byplay,0,0,1
bickering,0,0,1
vega,0,0,1
sabara,0,0,1
anchor,0,0,1
the byplay,0,0,1
byplay and,0,0,1
and bickering,0,0,1
bickering between,0,0,1
the now,0,0,2
now spy,0,0,1
spy savvy,0,0,1
savvy siblings,0,0,1
siblings carmen,0,0,1
carmen vega,0,0,1
vega and,0,0,1
juni sabara,0,0,1
sabara cortez,0,0,1
cortez anchor,0,0,1
anchor the,0,0,1
very real,0,0,1
real and,0,0,1
and amusing,0,0,1
amusing give,0,0,1
give and,0,0,1
be wholesome,0,0,1
wholesome and,0,0,1
subversive at,0,0,1
blessedly,0,0,1
the continued,0,0,1
continued good,0,0,1
good chemistry,0,0,1
between carmen,0,0,1
juni is,0,0,1
what keeps,0,0,1
keeps this,0,0,1
this slightly,0,0,1
slightly disappointing,0,0,1
disappointing sequel,0,0,1
sequel going,0,0,1
going with,0,0,1
enough amusing,0,0,1
amusing banter,0,0,1
banter blessedly,0,0,1
blessedly curse,0,0,1
curse free,0,0,1
keep both,0,0,1
parents entertained,0,0,1
britches,0,1,0
much too,0,1,0
too big,0,1,0
big for,0,1,0
its britches,0,1,0
bloated,0,0,1
the inspiration,0,0,1
inspiration of,0,0,1
a bloated,0,0,1
bloated plot,0,0,1
that stretches,0,0,1
stretches the,0,0,1
time about,0,0,1
about 10,0,0,1
minutes past,0,0,1
child s,0,0,1
s interest,0,0,1
adult s,0,0,1
s patience,0,0,1
one charming,0,0,1
great looking,0,0,1
looking trippy,0,0,1
trippy adventure,0,0,1
next one,0,0,1
chilling in,0,0,1
its objective,0,0,1
objective portrait,0,0,1
of dreary,0,0,1
dreary lost,0,0,1
lost twenty,0,0,1
twenty first,0,0,1
first century,0,0,1
century america,0,0,1
to expertly,0,0,1
expertly drum,0,0,1
drum up,0,0,1
up repressed,0,0,1
repressed teenage,0,0,1
teenage memories,0,0,1
memories in,0,0,1
koury,0,0,3
resentment,0,0,1
inflicted,0,0,1
retaliation,0,0,1
koury frighteningly,0,0,1
frighteningly and,0,0,1
and honestly,0,0,1
honestly exposes,0,0,1
exposes one,0,0,1
one teenager,0,0,1
teenager s,0,0,1
s uncomfortable,0,0,1
uncomfortable class,0,0,1
class resentment,0,0,1
resentment and,0,0,1
in turn,0,0,1
turn his,0,0,1
self inflicted,0,0,1
inflicted retaliation,0,0,1
hauntingit,0,0,1
perception,0,0,1
yourself is,0,0,1
is hauntingit,0,0,1
hauntingit s,0,0,1
s what,0,0,3
what punk,0,0,1
punk rock,0,0,1
music used,0,0,1
video medium,0,0,1
medium could,0,0,1
could use,0,0,1
use more,0,0,1
of spirit,0,0,1
spirit perception,0,0,1
perception conviction,0,0,1
maladjusted,0,0,1
narcotized,0,0,1
shattering devastating,0,0,1
devastating documentary,0,0,1
two maladjusted,0,0,1
maladjusted teens,0,0,1
a downward,0,0,1
downward narcotized,0,0,1
narcotized spiral,0,0,1
josh,0,0,1
extraordinary debut,0,0,1
from josh,0,0,1
josh koury,0,0,1
expanded,0,1,0
unfinished,0,1,0
expanded to,0,1,0
to 65,0,1,0
65 minutes,0,1,0
minutes for,0,1,0
for theatrical,0,1,0
release it,0,1,0
still feels,0,1,0
feels somewhat,0,1,0
somewhat unfinished,0,1,0
accurately,0,2,1
fuels,0,0,1
destructiveness,0,0,1
sad to,0,0,1
it accurately,0,0,1
accurately reflects,0,0,1
the rage,0,0,1
rage and,0,0,1
and alienation,0,0,1
alienation that,0,0,1
that fuels,0,0,1
fuels the,0,0,1
self destructiveness,0,0,1
destructiveness of,0,0,1
many young,0,0,1
highly irritating,0,0,1
irritating at,0,0,1
first mr,0,0,1
yield,0,0,1
koury s,0,0,1
s passive,0,0,1
passive technique,0,0,1
technique eventually,0,0,1
eventually begins,0,0,1
to yield,0,0,1
yield some,0,0,1
interesting results,0,0,1
determinedly,0,0,1
unbridled,0,0,1
nihilism,0,0,1
longer one,0,0,1
one watches,0,0,1
watches this,0,0,1
this determinedly,0,0,1
determinedly ragged,0,0,1
ragged portrait,0,0,1
blue collar,0,0,1
collar teenage,0,0,1
teenage desperation,0,0,1
desperation the,0,0,1
more one,0,0,1
gets absorbed,0,0,1
absorbed in,0,0,1
utter unbridled,0,0,1
unbridled nihilism,0,0,1
nihilism of,0,0,1
depleted,0,0,1
yesterday,0,1,2
tomorrow,0,0,2
standing in,0,0,2
the shadows,0,0,2
shadows of,0,0,2
motown is,0,0,3
best kind,0,0,2
of documentary,0,0,1
documentary one,0,0,1
a depleted,0,0,1
depleted yesterday,0,0,1
yesterday feel,0,0,1
feel very,0,0,1
new tomorrow,0,0,1
strong case,0,1,1
the musicians,0,0,2
musicians in,0,0,1
in creating,0,0,1
creating the,0,0,1
the motown,0,0,1
motown sound,0,0,1
more questions,0,0,1
than answers,0,0,1
answers but,0,0,1
your toes,0,0,1
toes won,0,0,1
t still,0,0,1
still be,0,1,1
be tapping,0,0,1
brothers seem,0,0,1
have hardly,0,0,1
hardly missed,0,0,1
missed a,0,0,1
a beat,0,0,1
shedding,0,0,1
unnoticed,0,0,1
underappreciated,0,0,1
if anything,0,1,1
doing something,0,0,1
public service,0,0,1
service shedding,0,0,1
shedding light,0,0,1
of extremely,0,0,1
extremely talented,0,0,1
talented musicians,0,0,1
musicians who,0,0,1
otherwise go,0,0,1
go unnoticed,0,0,1
unnoticed and,0,0,1
and underappreciated,0,0,1
underappreciated by,0,0,1
by music,0,0,1
music fans,0,0,1
belated,0,0,1
a belated,0,0,1
belated nod,0,0,1
some neglected,0,0,1
neglected all,0,0,1
all stars,0,0,1
stars standing,0,0,1
is cultural,0,0,1
cultural history,0,0,1
kind informative,0,0,1
informative revealing,0,0,1
revealing and,0,0,1
richly entertaining,0,0,1
love motown,0,0,1
motown music,0,0,1
music you,0,0,2
this documentary,0,0,2
documentary makes,0,0,1
no waves,0,0,1
as upbeat,0,0,1
upbeat as,0,0,1
musicians it,0,0,1
tells about,0,0,1
unsung,0,0,3
counted,0,0,1
unsung heroes,0,0,2
heroes of,0,1,3
music s,0,0,1
finest moments,0,0,1
moments get,0,0,1
be counted,0,0,1
counted in,0,0,1
documentary concert,0,0,1
concert tribute,0,0,1
i do,0,0,1
do its,0,1,1
its hard,0,0,1
imagine having,0,0,1
having more,0,0,1
fun watching,0,0,1
regardless,0,0,2
misgivings,0,0,1
seen regardless,0,0,1
regardless of,0,0,2
the misgivings,0,0,1
biased,0,1,0
totally overwrought,0,1,0
overwrought deeply,0,1,0
deeply biased,0,1,0
biased and,0,1,0
wholly designed,0,1,0
about ignoring,0,1,0
ignoring what,0,1,0
filmmakers clearly,0,1,0
clearly believe,0,1,0
believe are,0,1,0
greatest musicians,0,1,0
musicians of,0,1,0
grooves,0,0,1
montell,0,0,1
joan,0,0,1
osborne,0,0,1
band grooves,0,0,1
grooves with,0,0,1
modern musicians,0,0,1
musicians montell,0,0,1
montell jordan,0,0,1
and joan,0,0,1
joan osborne,0,0,1
osborne singing,0,0,1
singing covers,0,0,1
covers are,0,0,1
are spectacular,0,0,1
segments,0,0,1
seem long,0,0,1
long at,0,0,1
at 110,0,0,1
minutes if,0,0,2
fan because,0,0,1
includes segments,0,0,1
segments of,0,0,1
12 songs,0,0,1
songs at,0,0,1
a reunion,0,0,1
reunion concert,0,0,1
listen,0,0,3
quite simply,0,0,1
especially to,0,0,1
to listen,0,0,2
listen to,0,0,3
irreplaceable,0,0,1
all types,0,0,1
music will,0,0,1
it irreplaceable,0,0,1
enactments,0,0,1
everything re,0,0,1
re enactments,0,0,1
enactments archival,0,0,1
footage talking,0,0,1
talking head,0,0,1
head interviews,0,0,1
interviews and,0,0,1
music is,0,0,1
simply sublime,0,0,1
get up,0,0,1
and dance,0,0,1
dance in,0,0,1
deliriously,0,0,1
marvelously entertaining,0,0,1
and deliriously,0,0,1
deliriously joyous,0,0,1
joyous documentary,0,0,1
subject few,0,0,1
few are,0,0,1
are familiar,0,0,1
familiar with,0,0,1
you care,0,0,2
have heard,0,0,1
heard before,0,0,1
an immensely,0,0,1
immensely entertaining,0,0,1
entertaining look,0,0,1
at some,0,0,1
the unsung,0,0,1
of 20th,0,0,1
century pop,0,0,1
marvin,0,0,1
gaye,0,0,1
supremes,0,0,1
ll never,0,1,1
never listen,0,0,1
to marvin,0,0,1
marvin gaye,0,0,1
gaye or,0,0,1
the supremes,0,0,1
supremes the,0,0,1
same way,0,0,1
way again,0,0,1
shook,0,0,1
rattled,0,0,1
rolled,0,0,1
to move,0,0,1
move anyone,0,0,1
who ever,0,1,1
ever shook,0,0,1
shook rattled,0,0,1
rattled or,0,0,1
or rolled,0,0,1
sheer joy,0,0,1
and pride,0,0,1
pride they,0,0,1
they took,0,0,1
took in,0,0,1
other shines,0,0,1
shines through,0,0,1
through every,0,0,1
glorious groove,0,0,1
groove that,0,0,1
wanting more,0,0,1
in scattered,0,1,0
scattered fashion,0,1,0
fashion the,0,1,0
intermittently lives,0,1,0
lives up,0,1,0
stories and,0,1,0
and faces,0,1,0
faces and,0,1,0
men who,0,1,0
fore,0,0,1
inestimable,0,0,1
contribution,0,0,1
only love,0,0,1
players it,0,0,1
it brings,0,0,1
the fore,0,0,1
fore for,0,0,1
the gifted,0,0,1
gifted but,0,0,1
no nonsense,0,0,1
nonsense human,0,0,1
beings they,0,0,1
the still,0,0,1
still inestimable,0,0,1
inestimable contribution,0,0,1
contribution they,0,0,1
our shared,0,0,1
shared history,0,0,1
movie lets,0,0,1
us realize,0,0,1
realize this,0,0,1
this sound,0,0,1
sound still,0,0,1
still so,0,0,1
so alive,0,0,1
alive and,0,0,1
and vibrant,0,0,1
vibrant today,0,0,1
today was,0,0,1
by flesh,0,0,1
flesh and,0,0,1
blood people,0,0,1
people each,0,0,1
each of,0,0,1
whom has,0,0,1
t no,0,0,1
no mountain,0,0,1
mountain high,0,0,1
high enough,0,0,1
brothers from,0,0,2
from getting,0,0,1
smokey,0,0,1
worm,0,0,1
resist if,0,0,1
heart for,0,0,1
for smokey,0,0,1
smokey robinson,0,0,1
robinson this,0,0,1
will worm,0,0,1
worm its,0,0,1
way there,0,0,1
underrecognized,0,0,1
smashing,0,0,1
this salute,0,0,1
salute to,0,0,1
the literally,0,0,1
literally unsung,0,0,1
unsung and,0,0,1
and underrecognized,0,0,1
underrecognized studio,0,0,1
studio heroes,0,0,1
so good,0,0,1
good because,0,0,1
rare documentaries,0,0,1
documentaries that,0,0,1
that combine,0,0,1
combine information,0,0,1
information with,0,0,1
with smashing,0,0,1
smashing entertainment,0,0,1
film truly,0,0,1
truly does,0,0,1
does rescue,0,0,1
rescue the,0,0,1
s shadows,0,0,1
about time,0,0,1
waltz,0,0,1
good music,0,0,1
music documentary,0,0,1
documentary probably,0,0,1
probably one,0,0,1
best since,0,0,1
last waltz,0,0,1
doubtful,0,0,1
hardcore,0,0,1
s doubtful,0,0,1
doubtful that,0,0,1
that nemesis,0,0,1
nemesis will,0,0,1
please everyone,0,0,1
everyone particularly,0,0,1
the hardcore,0,0,1
hardcore fans,0,0,1
for casual,0,0,1
casual trek,0,0,1
trek viewers,0,0,1
viewers this,0,0,1
good ride,0,0,1
almost plays,0,1,0
like solaris,0,1,0
solaris but,0,1,0
guns and,0,1,0
meekly,0,1,0
trek nemesis,0,2,0
nemesis meekly,0,1,0
meekly goes,0,1,0
goes where,0,1,0
where nearly,0,1,0
every star,0,1,0
trek movie,0,1,1
gone before,0,1,1
wince,0,1,0
thrift,0,1,0
costumes,0,2,0
prosthetic,0,1,0
putty,0,1,0
kmart,0,1,0
trekkie,0,1,0
wince inducing,0,1,0
inducing dialogue,0,1,0
dialogue thrift,0,1,0
thrift shop,0,1,0
shop costumes,0,1,0
costumes prosthetic,0,1,0
prosthetic makeup,0,1,0
makeup by,0,1,0
by silly,0,1,0
silly putty,0,1,0
putty and,0,1,0
and kmart,0,1,0
kmart blue,0,1,0
blue light,0,1,0
light special,0,1,0
effects all,0,1,0
all conspire,0,1,0
to test,0,1,0
test trekkie,0,1,0
trekkie loyalty,0,1,0
voyages,0,1,0
limping,0,1,0
dearly,0,1,0
how many,0,1,0
many more,0,1,0
more voyages,0,1,0
voyages can,0,1,0
can this,0,2,0
this limping,0,1,0
limping but,0,1,0
but dearly,0,1,0
dearly loved,0,1,0
loved franchise,0,1,0
franchise survive,0,1,0
warp,0,0,1
dilithium,0,0,1
crystals,0,0,1
insurrection,0,0,2
light years,0,0,1
years several,0,0,1
several warp,0,0,1
warp speeds,0,0,1
speeds levels,0,0,1
levels and,0,0,1
and levels,0,0,1
of dilithium,0,0,1
dilithium crystals,0,0,1
crystals better,0,0,1
the pitiful,0,0,1
pitiful insurrection,0,0,1
which isn,0,0,1
t to,0,0,1
containing,0,0,1
latest adventure,0,0,1
next generation,0,0,4
generation crew,0,0,1
crew is,0,0,1
roaring space,0,0,1
while containing,0,0,1
containing some,0,0,1
some grand,0,0,1
grand set,0,0,1
pieces is,0,0,1
bit uneven,0,0,1
uneven failing,0,0,1
realize its,0,0,1
its full,0,0,1
full potential,0,0,1
contriving,0,1,0
climactic,0,1,0
shall,0,1,0
nameless,0,1,0
laser,0,1,0
of contriving,0,1,0
contriving a,0,1,0
a climactic,0,1,0
climactic hero,0,1,0
death for,0,1,0
the beloved,0,1,0
beloved major,0,1,0
major character,0,1,0
character who,0,1,0
who shall,0,1,0
shall remain,0,1,0
remain nameless,0,1,0
nameless why,0,1,0
not invite,0,1,0
invite some,0,1,0
some genuine,0,1,0
genuine spontaneity,0,1,0
spontaneity into,0,1,0
film by,0,1,0
by having,0,1,0
evil aliens,0,1,0
aliens laser,0,1,0
laser guns,0,1,0
guns actually,0,1,0
actually hit,0,1,0
hit something,0,1,0
for once,0,1,1
uncommitted,0,1,0
line with,0,1,0
with nemesis,0,1,0
nemesis is,0,2,0
been with,0,1,0
the films,0,1,1
series fans,0,1,0
undoubtedly enjoy,0,1,0
the uncommitted,0,1,0
uncommitted needn,0,1,0
devotees,0,0,1
nagging,0,0,1
devotees of,0,0,1
of star,0,0,2
khan will,0,0,1
will feel,0,0,1
feel a,0,0,1
a nagging,0,0,1
nagging sense,0,0,1
of deja,0,1,1
vu and,0,0,1
the grandeur,0,0,1
grandeur of,0,0,1
best next,0,0,1
generation episodes,0,0,1
episodes is,0,0,1
is lacking,0,0,1
treks,0,0,1
vi,0,0,2
movie featuring,0,0,1
generation cast,0,0,1
as great,0,0,1
great as,0,0,1
as treks,0,0,1
treks ii,0,0,1
ii and,0,0,1
and vi,0,0,1
faint,0,0,1
strong enough,0,0,1
enough effort,0,0,1
be worthy,0,0,1
of faint,0,0,1
faint praise,0,0,1
tenth,0,0,1
undiscovered,0,0,1
this tenth,0,0,1
tenth feature,0,0,1
deal indeed,0,0,1
indeed at,0,0,1
least the,0,0,1
third best,0,0,1
notch above,0,0,1
previous runner,0,0,1
runner up,0,0,1
up nicholas,0,0,1
nicholas meyer,0,0,1
trek vi,0,0,1
vi the,0,0,1
the undiscovered,0,0,1
undiscovered country,0,0,1
borg,0,0,1
krige,0,0,1
cape,0,0,1
finishes,0,0,1
parsec,0,0,1
the tepid,0,0,1
tepid star,0,0,1
trek insurrection,0,0,1
insurrection falls,0,0,1
first contact,0,0,1
contact because,0,0,1
the villain,0,0,1
villain couldn,0,0,1
t pick,0,0,1
pick the,0,0,1
the lint,0,0,1
lint off,0,0,1
off borg,0,0,1
borg queen,0,0,1
queen alice,0,0,1
alice krige,0,0,1
krige s,0,0,1
s cape,0,0,1
cape and,0,0,1
and finishes,0,0,1
finishes half,0,0,1
a parsec,0,0,1
parsec a,0,0,1
a nose,0,0,1
nose ahead,0,0,1
pumped,0,0,1
nemesis has,0,1,1
a delightfully,0,0,1
delightfully nasty,0,0,1
nasty villain,0,0,1
and pumped,0,0,1
pumped up,0,0,1
up action,0,0,1
action albeit,0,0,1
albeit along,0,0,1
familiar lines,0,0,1
flimsier,0,1,0
logically,0,1,0
porous,0,1,0
grows decidedly,0,1,0
decidedly flimsier,0,1,0
flimsier with,0,1,0
many out,0,1,0
out sized,0,1,0
sized out,0,1,0
and logically,0,1,0
logically porous,0,1,0
porous action,0,1,0
action set,0,1,0
baird,0,1,0
surprisingly considering,0,1,0
considering that,0,1,0
that baird,0,1,0
baird is,0,1,0
former film,0,1,0
film editor,0,1,0
editor the,0,1,0
is rather,0,2,0
rather choppy,0,1,0
perils,0,0,1
values that,0,0,1
held the,0,0,1
enterprise crew,0,0,1
crew together,0,0,1
together through,0,0,1
through previous,0,0,1
previous adventures,0,0,1
adventures and,0,0,1
and perils,0,0,1
perils do,0,0,1
so again,0,0,1
again courage,0,0,1
courage self,0,0,1
self sacrifice,0,0,1
and patience,0,0,1
patience under,0,0,1
pap,0,1,0
invested,0,1,0
undergraduate,0,1,0
doubling,0,1,0
subtexts,0,1,0
stabs,0,1,0
existentialism,0,1,0
reminding,0,1,0
wizard,0,1,0
fifth,0,1,0
pap invested,0,1,0
invested in,0,1,0
in undergraduate,0,1,0
undergraduate doubling,0,1,0
doubling subtexts,0,1,0
subtexts and,0,1,0
ridiculous stabs,0,1,0
stabs at,0,1,0
at existentialism,0,1,0
existentialism reminding,0,1,0
reminding of,0,1,0
the wizard,0,1,0
wizard of,0,1,0
of god,0,1,0
god in,0,1,0
the fifth,0,1,0
fifth trek,0,1,0
trek flick,0,1,0
losing speed,0,0,1
ve grown,0,0,1
grown tired,0,0,1
going where,0,0,1
where no,0,0,1
no man,0,0,1
but several,0,0,1
several movies,0,0,1
have take,0,0,1
take heart,0,0,1
best star,0,0,1
same but,0,0,1
film proves,0,0,1
always a,0,0,2
bad thing,0,0,1
we do,0,0,1
do get,0,0,1
the distinct,0,0,1
distinct impression,0,0,1
franchise is,0,0,1
drawing to,0,0,1
10th,0,1,0
this 10th,0,1,0
10th film,0,1,0
series looks,0,1,0
feels tired,0,1,0
to blandly,0,1,0
blandly go,0,1,0
go where,0,1,0
we went,0,1,0
went 8,0,1,0
8 movies,0,1,0
movies ago,0,1,0
bad premise,0,1,0
is lackluster,0,1,0
lackluster at,0,1,0
become apparent,0,1,0
franchise s,0,1,0
best years,0,1,0
years are,0,1,0
are long,0,1,0
long past,0,1,0
65th,0,1,0
mixer,0,1,0
drink,0,1,2
as spent,0,1,0
spent screen,0,1,0
screen series,0,1,0
series go,0,1,0
go star,0,1,0
more suggestive,0,1,0
a 65th,0,1,0
65th class,0,1,0
class reunion,0,1,0
reunion mixer,0,1,0
mixer where,0,1,0
where only,0,1,0
only eight,0,1,0
eight surviving,0,1,0
surviving members,0,1,0
members show,0,1,0
to drink,0,1,0
of nemesis,0,1,0
tired talky,0,1,0
talky feel,0,1,0
trek was,0,1,0
of terrific,0,1,0
terrific once,0,1,0
once but,0,1,0
a copy,0,3,0
worst thanks,0,0,1
the topical,0,0,1
topical issues,0,0,1
issues it,0,0,1
it raises,0,1,1
of stewart,0,0,1
stewart and,0,0,1
hardy and,0,0,1
that essential,0,0,1
essential feature,0,0,1
feature a,0,0,1
decent full,0,0,1
full on,0,0,1
on space,0,0,1
space battle,0,0,1
respectable venture,0,0,1
venture on,0,0,1
own terms,0,0,3
terms lacking,0,0,1
the broader,0,0,1
broader vision,0,0,1
seen certain,0,0,1
certain trek,0,0,1
trek films,0,0,1
films cross,0,0,1
cross over,0,0,1
over to,0,0,1
more mainstream,0,0,1
honored,0,1,0
overall feel,0,1,0
pretty cheesy,0,1,0
cheesy but,0,1,0
trek tradition,0,1,0
tradition has,0,1,0
been honored,0,1,0
honored as,0,1,0
best it,0,3,0
can given,0,1,0
the embarrassing,0,1,0
embarrassing script,0,1,0
and weak,0,1,0
weak direction,0,1,0
indulge,0,0,1
hardware,0,0,1
as lo,0,0,1
lo fi,0,0,1
the folks,0,0,1
who cobbled,0,0,1
cobbled nemesis,0,0,1
